sample_idx,label,doppler_hz,insider_mode,power_preserving,power_diff_pct
401,0,96501.65494396503,ground,True,6.453025368155181
402,0,-477643.72265263775,ground,True,3.04389529683821
403,0,-43645.260508704596,ground,True,4.591723641449803
404,0,338079.88760794955,ground,True,6.382396786889913
405,0,255853.28226797274,ground,True,2.4061673717463257
406,0,-172563.73438752413,ground,True,4.211787860145002
407,0,208494.02011791713,ground,True,5.2168663911033635
408,0,443418.7607979265,ground,True,2.3485354039367063
409,0,22088.03759905767,ground,True,4.388130518545514
410,0,597137.0347050732,ground,True,8.203486481625829
411,0,-230123.99828372878,ground,True,1.9023368697511156
412,0,597641.4124636872,ground,True,4.339902487215465
413,0,276157.1461365926,ground,True,6.556579778521655
414,0,-64658.17171413246,ground,True,2.165870594066004
415,0,587086.2195094242,ground,True,3.160560908307275
416,0,-209414.55210831694,ground,True,7.342284767705151
417,0,121709.16948389413,ground,True,2.6984297589116606
418,0,345473.62177408574,ground,True,4.638272181953507
419,0,485352.1334944125,ground,True,6.635434042953026
420,0,-608619.497927524,ground,True,3.557549769225209
421,0,444797.63054329203,ground,True,5.496980482098184
422,0,207837.16875213583,ground,True,8.647283800811008
423,0,-75123.4068849785,ground,True,3.0837222720702417
424,0,205077.6816371654,ground,True,4.702774435761232
425,0,325259.17209691164,ground,True,8.221079309893206
426,0,-32613.067679755855,ground,True,3.089565518644112
427,0,365608.55377024045,ground,True,3.8524799226670554
428,0,-616770.2468224346,ground,True,6.01361752612238
429,0,-552511.6166253891,ground,True,3.039090137778026
430,0,-596030.7291967503,ground,True,3.876548828671323
431,0,-454543.05920254823,ground,True,8.14416131439185
432,0,613065.687691064,ground,True,3.365895671766545
433,0,120381.9038019416,ground,True,5.080501673762929
434,0,424277.0798581012,ground,True,4.253671617390179
435,0,147109.65423280306,ground,True,2.906534292992604
436,0,621813.6795986857,ground,True,5.0972957698455685
437,0,-254217.6643118914,ground,True,3.7334205540732515
438,0,519120.9712572969,ground,True,3.730093019187604
439,0,465380.5370695423,ground,True,4.0261947081195775
440,0,371243.1696664975,ground,True,6.661370882014646
441,0,-242773.66884375908,ground,True,2.639868665372141
442,0,341627.3439771402,ground,True,4.734491412095213
443,0,315310.065283532,ground,True,8.049443703131995
444,0,86129.82193192483,ground,True,2.096115373133179
445,0,-170881.7419315524,ground,True,5.2474275448328225
446,0,-312584.98651469545,ground,True,7.614056215038621
447,0,-19026.66847817819,ground,True,3.3492496170124335
448,0,685412.7840451169,ground,True,4.4310810838755375
449,0,408797.65639222536,ground,True,7.128055815371026
450,0,-125243.53340719915,ground,True,3.7508041583873197
451,0,589298.8347341242,ground,True,4.320458857966517
452,0,-597318.5823553824,ground,True,7.475029433790802
453,0,595285.5170300265,ground,True,2.3929046855824696
454,0,172575.8577051261,ground,True,5.13739181522756
455,0,136147.45818491955,ground,True,7.210180227609525
456,0,-313462.50075999514,ground,True,1.7371757483156423
457,0,-473839.5357098443,ground,True,4.593833808168683
458,0,721441.5129228688,ground,True,5.0322112826426135
459,0,-26820.368050445843,ground,True,3.2233269080551077
460,0,2551.8222577334304,ground,True,4.921582622805894
461,0,287205.5840372217,ground,True,5.218766328187073
462,0,-541172.1012906833,ground,True,1.8320795384106365
463,0,459048.60578914377,ground,True,4.579181646398583
464,0,327010.5474435164,ground,True,7.162644452566558
465,0,-289233.35263159306,ground,True,2.3711021193657467
466,0,-652868.0473523345,ground,True,4.44781778276409
467,0,240057.63328998978,ground,True,3.4606764851997527
468,1,-170773.82474957043,ground,True,3.1067556971309083
469,1,420671.1956572222,ground,True,1.6253400435462209
470,1,94900.07961256187,ground,True,3.011253069341041
471,1,361040.1418885097,ground,True,1.9316403768951094
472,1,-472891.15133946313,ground,True,1.8277670560700274
473,1,-34771.368281612486,ground,True,3.325280543990536
474,1,393227.5528631792,ground,True,2.791622844721436
475,1,-546302.4826779618,ground,True,1.6180049721740986
476,1,-532917.7236216479,ground,True,3.1154142380851972
477,1,450491.24634739285,ground,True,2.024224315554352
478,1,-677550.736630917,ground,True,1.8121328753740173
479,1,-49788.76558773104,ground,True,2.8921232576385925
480,1,669430.7098980399,ground,True,1.8997886811912084
481,1,265615.13077276025,ground,True,1.8105471028011872
482,1,309231.02081905684,ground,True,3.1758470809844104
483,1,-125180.65962944,ground,True,2.0150088968464646
484,1,295394.0154825439,ground,True,1.4849956779596087
485,1,-8014.954531904713,ground,True,3.1548159631683017
486,1,-535882.6855407762,ground,True,2.4047481320942747
487,1,-424181.11696146143,ground,True,1.7711472908595
488,1,333178.71086503856,ground,True,3.1394460628812904
489,1,489658.14121411083,ground,True,2.4309576532392905
490,1,-122611.48896015868,ground,True,1.590956023266614
491,1,-666745.9794420903,ground,True,3.261027033483086
492,1,593542.4756675555,ground,True,2.6008482162794855
493,1,214965.5602955682,ground,True,1.5913611986376455
494,1,463253.6422535481,ground,True,3.194270026163848
495,1,-124730.90566736687,ground,True,2.388330330819987
496,1,178685.76901815052,ground,True,1.5538475479059328
497,1,-607644.7692890593,ground,True,3.1767106565396968
498,1,476839.1189158293,ground,True,1.7459730809567122
499,1,-296171.3853102484,ground,True,1.6328288021280453
500,1,418378.2955876888,ground,True,2.915797440033001
501,1,-110592.66210180003,ground,True,2.2920626333095724
502,1,431511.5855479334,ground,True,1.5425794811219007
503,1,327074.2563367413,ground,True,3.055321591616853
504,1,-631279.9694111898,ground,True,1.9697195099160913
505,1,-202206.639144867,ground,True,1.6203871239244736
506,1,591423.9671941068,ground,True,3.218458864697266
507,1,63024.22928970228,ground,True,1.7428558598024928
508,1,-119966.45866460273,ground,True,1.70736011305107
509,1,-460661.5178976153,ground,True,3.198247707509408
510,1,321324.12960215623,ground,True,1.9108775825106001
511,1,486755.594128881,ground,True,1.6574536845915997
512,1,-655630.7957529463,ground,True,3.1430486558543524
513,1,11492.743992507494,ground,True,1.9291481664461496
514,1,141950.10083361683,ground,True,1.5447031589286866
515,1,81524.49441598431,ground,True,3.335399207062575
516,1,-4826.7508595409345,ground,True,1.8799243445674347
517,1,443790.21294301236,ground,True,1.5294392246924124
518,1,-663227.6087564495,ground,True,3.158880874367931
519,1,269181.2545410366,ground,True,3.0606428425682988
520,1,568426.0688832712,ground,True,1.5408400213393687
521,1,-28684.001931888066,ground,True,3.3355038828874584
522,1,643667.9204798007,ground,True,2.812634291381721
523,1,543006.5565091701,ground,True,1.8018847327998233
524,1,404051.4563744843,ground,True,3.6266422438291674
525,1,-352049.3310640304,ground,True,2.5635606472819346
526,1,-436962.2184177446,ground,True,1.7646644849229953
527,1,285480.4641015798,ground,True,3.1108346707465584
528,1,574932.6799967278,ground,True,1.631676979176537
529,1,300632.398813251,ground,True,1.61573459293987
530,1,597454.0742232973,ground,True,3.056141552245105
531,1,15730.056157881507,ground,True,2.987158307109521
532,1,294269.38456131576,ground,True,1.6296782143291622
533,1,153403.97299596766,ground,True,3.540092782621604
