overall_auc,overall_precision,overall_recall,overall_f1,nmse_mean,nmse_std,nmse_min,nmse_max,variance_mean,variance_std
0.9964833333333334,1.0,0.016666666666666666,0.03278688524590164,-5.602700852207174,2.2313064380174774,-8.116070528434808,-0.07982579460557951,0.31967668206989763,0.19763956983012979
