overall_auc,overall_precision,overall_recall,overall_f1,nmse_mean,nmse_std,nmse_min,nmse_max,variance_mean,variance_std
0.9868194444444444,0.7228915662650602,1.0,0.8391608391608392,-5.6006455722172,2.2299613072551465,-8.116225283752371,-0.288614066350807,0.3197623899802566,0.19754188193360192
